username,feedback,score,at,app_version
"Jatmiko Yuliarti, S.Psi","Males banget, tiap buka loading terus.",1,2024-03-12 3:44:06,4.1.0
Hasim Hutapea,"Payah, gk bisa dipake sama sekali.",2,2024-02-06 0:45:29,4.1.0
"Ganep Permadi, S.I.Kom","Cepat dan responsif, saya suka.",4,2024-06-04 15:19:35,4.1.0
Nabila Pangestu,"Sering eror, ga recommended.",1,2024-07-04 9:54:10,4.1.0
"Pandu Saefullah, S.Farm","Sering eror, ga recommended.",1,2024-03-29 15:08:18,4.1.0
Jelita Pradana,"Lancar jaya bro, gk ada error.",4,2024-02-01 11:10:25,4.1.0
Upik Anggriawan,"Males banget, tiap buka loading terus.",2,2024-07-15 6:44:25,4.1.0
Jarwadi Wacana,"Lancar jaya bro, gk ada error.",5,2024-02-13 15:04:16,4.1.0
"Cahya Aryani, S.Pt","Sering eror, ga recommended.",3,2024-09-10 17:29:27,4.1.0
Bella Mayasari,"Gagal terus, tolong dong diperbaiki!",1,2024-10-22 9:50:50,4.1.0
Winda Pertiwi,,5,2024-08-15 2:07:20,4.1.0
Putri Waluyo,Aplikasinya suka ngelag parah,1,2024-02-11 3:41:14,4.1.0
Fitriani Firmansyah,Udah nyoba berkali-kali tetep gk bisa.,2,2024-08-17 9:18:53,4.1.0
Jessica Hariyah,"Lancar jaya bro, gk ada error.",5,2024-09-18 2:16:34,4.1.0
Humaira Wulandari,"Sering eror, ga recommended.",3,2024-06-20 12:01:03,4.1.0
Mustofa Wastuti,"Gagal terus, tolong dong diperbaiki!",3,2024-02-25 10:27:36,4.1.0
Malika Gunarto,"Sering eror, ga recommended.",1,2024-06-29 16:57:27,4.1.0
"Cawuk Hidayat, S.I.Kom","Layanan memuaskan, fitur lengkap.",5,2024-04-15 15:26:26,4.1.0
Sadina Permadi,Udah nyoba berkali-kali tetep gk bisa.,2,2024-04-29 11:47:47,4.1.0
Gina Marpaung,"Sipp, gk ada masalah, mantap.",4,2024-05-11 16:07:21,4.1.0
Nasrullah Wijaya,"Pokoknya juara, the best dah.",4,2024-05-30 3:36:35,4.1.0
"Dr. Amalia Mardhiyah, S.Ked","Sering eror, ga recommended.",3,2024-01-12 11:25:21,4.1.0
Tina Permadi,"Lemot bgt app ini, fix uninstall.",3,2024-09-13 14:23:31,4.1.0
"Tgk. Yessi Narpati, S.IP","Mantap, semuanya lancar.",5,2024-10-15 1:00:16,4.1.0
Cinthia Handayani,"App-nya keren, mantul!",4,2024-06-02 6:31:39,4.1.0
"H. Koko Waluyo, M.Pd","Males banget, tiap buka loading terus.",3,2024-07-05 1:14:48,4.1.0
Hj. Rachel Adriansyah,"Sering eror, ga recommended.",1,2024-08-18 18:46:01,4.1.0
"Oliva Sihombing, M.M.","Males banget, tiap buka loading terus.",1,2024-08-30 8:56:18,4.1.0
Bakda Hariyah,Aplikasinya suka ngelag parah,1,2024-02-08 17:13:24,4.1.0
drg. Rahayu Agustina,"Sering eror, ga recommended.",1,2024-09-17 18:12:20,4.1.0
Gilda Tampubolon,"Gak bisa checkout, tolong perbaiki dong!",2,2024-04-09 20:19:50,4.1.0
Elvina Rahmawati,"App ini mantap betul, gk kecewa.",4,2024-04-24 17:44:19,4.1.0
Taswir Aryani,"Lemot bgt app ini, fix uninstall.",3,2024-04-03 4:32:03,4.1.0
"Hj. Wulan Yulianti, M.TI.","Lemot bgt app ini, fix uninstall.",2,2024-07-21 18:26:03,4.1.0
"R. Violet Farida, M.Kom.","Sering eror, ga recommended.",1,2024-08-09 3:26:33,4.1.0
drg. Paris Suartini,"Cepat dan responsif, saya suka.",4,2024-08-12 1:16:31,4.1.0
"Tgk. Julia Wahyudin, M.M.",Aplikasinya suka ngelag parah,1,2024-10-07 12:25:33,4.1.0
"KH. Radika Habibi, M.Kom.",Aplikasinya suka ngelag parah,2,2024-04-02 5:10:02,4.1.0
Mala Waluyo,"Sering eror, ga recommended.",2,2024-10-24 4:23:43,4.1.0
Sabrina Mayasari,"Males banget, tiap buka loading terus.",1,2024-03-26 23:57:24,4.1.0
Langgeng Sudiati,"Pokoknya juara, the best dah.",5,2024-04-23 15:17:27,4.1.0
Drs. Gatot Fujiati,Aplikasinya suka ngelag parah,2,2024-05-16 22:10:36,4.1.0
"Mila Kusmawati, S.E.I","Sering eror, ga recommended.",2,2024-07-09 10:40:13,4.1.0
"Maya Namaga, S.Pt","Sering eror, ga recommended.",3,2024-09-22 15:45:33,4.1.0
"dr. Prabawa Lazuardi, S.IP",Udah nyoba berkali-kali tetep gk bisa.,2,2024-01-24 17:46:52,4.1.0
Nalar Hasanah,Udah nyoba berkali-kali tetep gk bisa.,1,2024-05-28 18:30:46,4.1.0
Eli Mardhiyah,"Aduh app-nya error mulu, ga bener.",3,2024-07-14 1:02:32,4.1.0
drg. Agnes Wulandari,Aplikasinya bagus banget!,4,2024-07-22 20:06:34,4.1.0
Rahman Yulianti,Aplikasinya suka ngelag parah,2,2024-09-17 21:45:20,4.1.0
"Drs. Fitriani Rahimah, S.Psi","Lancar jaya bro, gk ada error.",5,2024-05-19 11:07:48,4.1.0
Ir. Oni Mandasari,"Sipp, gk ada masalah, mantap.",4,2024-10-21 5:02:47,4.1.0
Ir. Saiful Hidayat,Lambat banget! ga enak dipake,2,2024-02-02 13:40:18,4.1.0
Safina Mansur,"App ini mantap betul, gk kecewa.",4,2024-06-04 8:17:43,4.1.0
"R.A. Hamima Zulaika, S.Gz","Males banget, tiap buka loading terus.",2,2024-07-05 23:54:28,4.1.0
"Ir. Timbul Ramadan, S.Pt","Sering eror, ga recommended.",1,2024-02-04 8:55:26,4.1.0
Dalima Latupono,"Sipp, gk ada masalah, mantap.",5,2024-09-16 15:00:10,4.1.0
"Vicky Siregar, M.Farm","Lemot bgt app ini, fix uninstall.",1,2024-05-14 22:31:57,4.1.0
"Gasti Situmorang, S.Sos",Udah nyoba berkali-kali tetep gk bisa.,3,2024-06-24 10:42:12,4.1.0
"R. Raditya Sinaga, S.E.",Aplikasinya suka ngelag parah,2,2024-04-20 19:05:46,4.1.0
Raisa Sirait,"Gagal terus, tolong dong diperbaiki!",3,2024-01-25 7:27:20,4.1.0
"Betania Lazuardi, S.Gz","Payah, gk bisa dipake sama sekali.",2,2024-09-22 13:56:02,4.1.0
"Drs. Natalia Nurdiyanti, S.E.","App ini mantap betul, gk kecewa.",5,2024-03-06 21:57:14,4.1.0
R. Nadia Halim,Lambat banget! ga enak dipake,1,2024-10-16 11:30:10,4.1.0
Ir. Ciaobella Saragih,Lambat banget! ga enak dipake,2,2024-08-15 14:57:41,4.1.0
"Yulia Wijaya, S.Sos","Aduh app-nya error mulu, ga bener.",3,2024-01-14 3:19:54,4.1.0
drg. Tami Zulkarnain,Aplikasinya bagus banget!,4,2024-04-07 10:00:46,4.1.0
drg. Putu Marbun,"Gak bisa checkout, tolong perbaiki dong!",1,2024-05-12 3:52:00,4.1.0
Suci Hastuti,Lambat banget! ga enak dipake,1,2024-07-03 15:11:36,4.1.0
"Kadir Sitorus, S.E.I",Aplikasinya bagus banget!,4,2024-04-22 14:13:04,4.1.0
Atma Waluyo,"Gak bisa checkout, tolong perbaiki dong!",2,2024-09-11 0:48:02,4.1.0
"Drs. Marsudi Namaga, S.Ked","Gagal terus, tolong dong diperbaiki!",3,2024-08-09 1:55:36,4.1.0
Ir. Anita Nugroho,Lambat banget! ga enak dipake,3,2024-05-16 10:48:19,4.1.0
Cakrabuana Usada,"Gagal terus, tolong dong diperbaiki!",2,2024-10-06 1:04:26,4.1.0
Intan Winarno,"Lemot bgt app ini, fix uninstall.",1,2024-10-11 1:58:55,4.1.0
"R.A. Zamira Mandala, S.Psi",Aplikasinya bagus banget!,4,2024-04-15 10:18:49,4.1.0
Raina Budiyanto,"App ini mantap betul, gk kecewa.",4,2024-01-24 7:01:10,4.1.0
Nasrullah Salahudin,Lambat banget! ga enak dipake,3,2024-10-19 22:49:57,4.1.0
"drg. Raihan Yolanda, S.E.I","Cepat dan responsif, saya suka.",5,2024-01-08 6:08:25,4.1.0
Syahrini Kusmawati,"Males banget, tiap buka loading terus.",3,2024-03-03 4:47:42,4.1.0
Dimas Megantara,"Gak bisa checkout, tolong perbaiki dong!",3,2024-06-24 13:02:44,4.1.0
Banara Winarno,Udah nyoba berkali-kali tetep gk bisa.,1,2024-06-21 17:12:44,4.1.0
Almira Uyainah,"App ini mantap betul, gk kecewa.",4,2024-09-01 3:35:48,4.1.0
Dr. Hadi Thamrin,Aplikasinya suka ngelag parah,2,2024-04-17 13:24:42,4.1.0
Zizi Lailasari,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-03-26 6:53:38,4.1.0
Mulya Megantara,Aplikasinya suka ngelag parah,2,2024-02-15 6:35:27,4.1.0
"Drs. Estiawan Yuniar, M.Ak",Lambat banget! ga enak dipake,3,2024-08-15 23:40:49,4.1.0
Syahrini Latupono,Aplikasinya suka ngelag parah,2,2024-03-09 23:14:30,4.1.0
Salsabila Nasyiah,Lambat banget! ga enak dipake,2,2024-09-05 8:51:20,4.1.0
"Prabu Wijayanti, S.Psi","Gagal terus, tolong dong diperbaiki!",1,2024-02-16 8:31:40,4.1.0
"Tania Pudjiastuti, S.T.","Sering eror, ga recommended.",2,2024-06-23 22:04:42,4.1.0
Ira Latupono,"Gak bisa checkout, tolong perbaiki dong!",3,2024-01-19 4:12:16,4.1.0
Kamila Hariyah,Udah nyoba berkali-kali tetep gk bisa.,2,2024-07-03 16:17:58,4.1.0
Dt. Ajimin Pangestu,"Sering eror, ga recommended.",3,2024-01-29 16:09:39,4.1.0
"Daruna Widiastuti, S.Farm","Males banget, tiap buka loading terus.",3,2024-02-22 20:49:46,4.1.0
Kenes Siregar,"Males banget, tiap buka loading terus.",3,2024-02-01 0:05:44,4.1.0
"drg. Betania Agustina, M.Ak","App-nya keren, mantul!",5,2024-06-23 7:15:02,4.1.0
Pia Sirait,"Pokoknya juara, the best dah.",5,2024-07-02 14:05:15,4.1.0
Dalima Sihombing,"Aduh app-nya error mulu, ga bener.",3,2024-03-02 1:44:27,4.1.0
Gadang Gunawan,"Lemot bgt app ini, fix uninstall.",2,2024-08-31 8:58:32,4.1.0
Saka Saragih,"Males banget, tiap buka loading terus.",2,2024-08-08 6:11:38,4.1.0
Ir. Jumadi Mandala,"Sering eror, ga recommended.",1,2024-03-02 16:12:25,4.1.0
"Ir. Limar Utama, S.Gz","Layanan memuaskan, fitur lengkap.",5,2024-09-13 22:16:55,4.1.0
KH. Bahuraksa Hutasoit,Aplikasinya suka ngelag parah,2,2024-09-12 16:29:50,4.1.0
Hana Saputra,Udah nyoba berkali-kali tetep gk bisa.,2,2024-08-19 1:18:58,4.1.0
Pardi Wijaya,"Lancar jaya bro, gk ada error.",4,2024-02-12 6:36:57,4.1.0
"dr. Aisyah Safitri, S.Kom",Lambat banget! ga enak dipake,1,2024-07-27 2:52:27,4.1.0
Murti Tarihoran,"App ini mantap betul, gk kecewa.",4,2024-10-15 11:42:45,4.1.0
Mursita Palastri,"Payah, gk bisa dipake sama sekali.",1,2024-10-23 11:36:11,4.1.0
Cindy Sudiati,"Gagal terus, tolong dong diperbaiki!",1,2024-01-19 21:07:03,4.1.0
Ega Padmasari,"Cepat dan responsif, saya suka.",5,2024-04-28 21:31:58,4.1.0
Ajimat Maryadi,"Layanan memuaskan, fitur lengkap.",4,2024-02-03 16:24:38,4.1.0
"H. Emas Waskita, S.E.","Lancar jaya bro, gk ada error.",4,2024-09-21 13:21:45,4.1.0
dr. Paramita Fujiati,"Mantap, semuanya lancar.",5,2024-09-20 12:59:48,4.1.0
Diana Nasyiah,"Lancar jaya bro, gk ada error.",5,2024-04-17 15:31:53,4.1.0
Sutan Hartaka Anggriawan,"Payah, gk bisa dipake sama sekali.",2,2024-04-15 13:31:37,4.1.0
R.M. Lantar Siregar,Udah nyoba berkali-kali tetep gk bisa.,2,2024-02-18 15:14:27,4.1.0
Dewi Wulandari,"Gak bisa checkout, tolong perbaiki dong!",2,2024-10-03 18:16:36,4.1.0
Baktianto Hutapea,"Payah, gk bisa dipake sama sekali.",2,2024-03-23 17:45:46,4.1.0
Chandra Widodo,"Sering eror, ga recommended.",1,2024-04-24 8:18:51,4.1.0
"R.A. Mila Suryatmi, S.Farm","App-nya keren, mantul!",4,2024-03-08 16:25:33,4.1.0
Sarah Pangestu,"Gagal terus, tolong dong diperbaiki!",2,2024-05-08 1:57:38,4.1.0
Citra Marpaung,Aplikasinya bagus banget!,4,2024-03-17 15:36:16,4.1.0
Enteng Pangestu,Aplikasinya suka ngelag parah,3,2024-04-25 4:02:32,4.1.0
Galuh Sitompul,"Pokoknya juara, the best dah.",4,2024-08-04 3:19:46,4.1.0
Puput Dongoran,Aplikasinya suka ngelag parah,3,2024-06-10 4:24:03,4.1.0
Halima Wasita,"App ini mantap betul, gk kecewa.",5,2024-01-16 4:05:47,4.1.0
"Ir. Zaenab Kuswandari, S.Pd",Lambat banget! ga enak dipake,2,2024-03-24 22:03:34,4.1.0
Ratna Habibi,"App ini mantap betul, gk kecewa.",4,2024-09-03 20:52:36,4.1.0
"R.A. Ayu Dabukke, M.TI.",,5,2024-05-09 16:50:20,4.1.0
Kadir Setiawan,"Lancar jaya bro, gk ada error.",4,2024-05-03 0:39:06,4.1.0
Jamil Kuswandari,"Males banget, tiap buka loading terus.",2,2024-08-15 9:12:19,4.1.0
Mariadi Purwanti,"Pokoknya juara, the best dah.",4,2024-09-07 5:21:18,4.1.0
Chelsea Najmudin,"Aduh app-nya error mulu, ga bener.",3,2024-06-08 0:40:46,4.1.0
"Dr. Septi Nasyidah, S.IP","Gagal terus, tolong dong diperbaiki!",2,2024-02-12 8:10:24,4.1.0
Slamet Siregar,Aplikasinya bagus banget!,4,2024-02-14 1:20:48,4.1.0
"Ika Sirait, M.TI.",Aplikasinya bagus banget!,4,2024-05-09 12:19:40,4.1.0
Shania Wasita,"Mantap, semuanya lancar.",4,2024-02-17 10:17:42,4.1.0
Lamar Sinaga,"Lancar jaya bro, gk ada error.",5,2024-05-09 21:58:54,4.1.0
Cici Pradana,"App-nya keren, mantul!",4,2024-01-07 13:41:23,4.1.0
"Icha Usamah, S.T.","App ini mantap betul, gk kecewa.",4,2024-06-23 21:35:42,4.1.0
Pardi Usada,"App-nya keren, mantul!",4,2024-02-07 20:28:42,4.1.0
"T. Galiono Damanik, S.T.","Payah, gk bisa dipake sama sekali.",2,2024-05-18 0:00:50,4.1.0
Ir. Dian Pudjiastuti,"Lancar jaya bro, gk ada error.",4,2024-10-06 23:20:35,4.1.0
Balijan Sihombing,"Lemot bgt app ini, fix uninstall.",2,2024-03-11 17:06:27,4.1.0
Karimah Firmansyah,"App-nya keren, mantul!",4,2024-07-03 16:33:39,4.1.0
Putri Winarsih,"Lemot bgt app ini, fix uninstall.",1,2024-09-23 18:59:15,4.1.0
"Martani Nasyidah, M.Pd","Sering eror, ga recommended.",2,2024-02-12 0:52:30,4.1.0
Banawa Wahyuni,"Gak bisa checkout, tolong perbaiki dong!",3,2024-01-25 22:51:54,4.1.0
"R. Qori Uwais, S.E.I","Mantul, pokoknya aplikasi ini juara deh!",5,2024-04-23 11:21:40,4.1.0
Tgk. Emong Suryatmi,"Aduh app-nya error mulu, ga bener.",1,2024-02-15 21:33:17,4.1.0
Dr. Farah Hasanah,"Lemot bgt app ini, fix uninstall.",1,2024-10-12 9:17:57,4.1.0
"R. Salwa Situmorang, S.Ked","Layanan memuaskan, fitur lengkap.",4,2024-08-30 20:31:18,4.1.0
Siska Megantara,"Males banget, tiap buka loading terus.",3,2024-09-15 21:53:44,4.1.0
"Setya Sihombing, S.Ked",,5,2024-03-16 17:18:31,4.1.0
R.M. Jarwadi Marpaung,Lambat banget! ga enak dipake,2,2024-04-29 5:25:11,4.1.0
"drg. Ratih Jailani, M.Kom.",Aplikasinya bagus banget!,4,2024-10-04 23:39:29,4.1.0
Tasdik Salahudin,"Layanan memuaskan, fitur lengkap.",4,2024-05-23 9:02:23,4.1.0
Yani Puspasari,"Sering eror, ga recommended.",2,2024-03-31 10:13:16,4.1.0
Oliva Narpati,"Layanan memuaskan, fitur lengkap.",4,2024-07-29 4:49:09,4.1.0
Galur Winarsih,"Layanan memuaskan, fitur lengkap.",4,2024-01-03 5:13:43,4.1.0
Aswani Irawan,"App-nya keren, mantul!",4,2024-03-09 22:39:21,4.1.0
Tiara Yuniar,"Gak bisa checkout, tolong perbaiki dong!",3,2024-02-19 23:29:22,4.1.0
Ratih Adriansyah,"Sering eror, ga recommended.",1,2024-03-16 19:55:58,4.1.0
Tiara Laksita,Aplikasinya suka ngelag parah,1,2024-08-01 19:30:53,4.1.0
Calista Haryanti,"Payah, gk bisa dipake sama sekali.",1,2024-09-04 20:44:33,4.1.0
Dariati Rajasa,"Layanan memuaskan, fitur lengkap.",5,2024-08-04 12:21:32,4.1.0
Kariman Nurdiyanti,"Gak bisa checkout, tolong perbaiki dong!",1,2024-10-16 15:31:38,4.1.0
Genta Nuraini,"App ini mantap betul, gk kecewa.",4,2024-04-07 20:42:47,4.1.0
Nasrullah Mahendra,"Cepat dan responsif, saya suka.",4,2024-01-04 3:34:25,4.1.0
Cakrabuana Gunarto,"Males banget, tiap buka loading terus.",3,2024-10-03 16:29:08,4.1.0
Salwa Wijaya,"Gagal terus, tolong dong diperbaiki!",1,2024-10-12 0:17:49,4.1.0
"KH. Panca Pratiwi, S.I.Kom","Gagal terus, tolong dong diperbaiki!",2,2024-01-07 5:23:16,4.1.0
Hendri Puspasari,"App-nya keren, mantul!",4,2024-07-15 9:30:51,4.1.0
"Puput Hassanah, M.Pd","Males banget, tiap buka loading terus.",3,2024-10-19 18:37:40,4.1.0
T. Irnanto Yuliarti,Aplikasinya suka ngelag parah,1,2024-07-09 12:18:08,4.1.0
Rahman Permadi,Aplikasinya bagus banget!,5,2024-04-12 23:08:19,4.1.0
Drs. Ulva Sitorus,"Payah, gk bisa dipake sama sekali.",1,2024-10-14 2:18:01,4.1.0
Kayun Wibisono,"Gagal terus, tolong dong diperbaiki!",1,2024-10-22 6:06:31,4.1.0
H. Elon Usada,"Gak bisa checkout, tolong perbaiki dong!",1,2024-05-15 2:10:37,4.1.0
Tina Saragih,"Gagal terus, tolong dong diperbaiki!",1,2024-03-13 0:22:14,4.1.0
Hardi Maheswara,"Gak bisa checkout, tolong perbaiki dong!",1,2024-02-20 11:13:57,4.1.0
drg. Tina Waskita,"Aduh app-nya error mulu, ga bener.",3,2024-06-03 21:53:16,4.1.0
Jamil Prayoga,Udah nyoba berkali-kali tetep gk bisa.,1,2024-04-10 1:06:28,4.1.0
Dt. Damar Setiawan,Udah nyoba berkali-kali tetep gk bisa.,1,2024-09-15 6:51:14,4.1.0
Anggabaya Mustofa,"Cepat dan responsif, saya suka.",4,2024-01-09 21:54:46,4.1.0
Cut Kamila Latupono,Udah nyoba berkali-kali tetep gk bisa.,2,2024-05-25 1:24:48,4.1.0
Tiara Lazuardi,"App-nya keren, mantul!",4,2024-03-11 4:24:03,4.1.0
Adikara Nashiruddin,Udah nyoba berkali-kali tetep gk bisa.,1,2024-01-15 14:20:19,4.1.0
Slamet Safitri,"Gak bisa checkout, tolong perbaiki dong!",1,2024-05-25 16:56:18,4.1.0
Maman Mulyani,"Lemot bgt app ini, fix uninstall.",1,2024-05-18 4:24:19,4.1.0
Gilda Napitupulu,"Payah, gk bisa dipake sama sekali.",1,2024-09-26 10:31:25,4.1.0
Ivan Marpaung,"Sipp, gk ada masalah, mantap.",4,2024-05-29 0:39:27,4.1.0
Latif Hartati,"App ini mantap betul, gk kecewa.",4,2024-08-08 12:07:47,4.1.0
"Titi Nababan, S.T.","Lemot bgt app ini, fix uninstall.",3,2024-05-30 5:29:00,4.1.0
Wahyu Pradana,"App ini mantap betul, gk kecewa.",4,2024-09-04 17:33:00,4.1.0
dr. Lanjar Saefullah,"Aduh app-nya error mulu, ga bener.",1,2024-07-22 11:20:54,4.1.0
Dalima Siregar,"Gagal terus, tolong dong diperbaiki!",2,2024-08-20 3:37:10,4.1.0
Emil Melani,Aplikasinya suka ngelag parah,3,2024-02-25 5:59:06,4.1.0
"Zulaikha Laksmiwati, S.Ked","Mantul, pokoknya aplikasi ini juara deh!",4,2024-02-15 3:09:55,4.1.0
"Kayla Budiyanto, S.Kom","App ini mantap betul, gk kecewa.",5,2024-02-01 5:48:10,4.1.0
Tantri Purwanti,"Aduh app-nya error mulu, ga bener.",2,2024-01-28 20:53:37,4.1.0
Gamblang Wastuti,"Pokoknya juara, the best dah.",4,2024-05-20 19:56:05,4.1.0
Shania Mansur,"Pokoknya juara, the best dah.",5,2024-09-09 5:26:44,4.1.0
Ajiono Lestari,Aplikasinya suka ngelag parah,3,2024-01-12 19:50:42,4.1.0
"Hj. Paramita Mardhiyah, S.Psi","Gak bisa checkout, tolong perbaiki dong!",2,2024-01-20 5:39:41,4.1.0
H. Bakiono Utama,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-01-20 6:02:18,4.1.0
Pia Halimah,Lambat banget! ga enak dipake,1,2024-08-16 14:47:22,4.1.0
"Dt. Bambang Tarihoran, S.E.I","Males banget, tiap buka loading terus.",1,2024-01-25 1:39:44,4.1.0
Gangsar Usada,,2,2024-04-14 13:21:17,4.1.0
R. Anggabaya Latupono,"Payah, gk bisa dipake sama sekali.",1,2024-07-24 12:35:30,4.1.0
Kenes Santoso,"Sering eror, ga recommended.",2,2024-09-29 1:30:34,4.1.0
Cawuk Pradana,"Sering eror, ga recommended.",2,2024-04-19 19:42:43,4.1.0
Ilsa Hutapea,"Sering eror, ga recommended.",3,2024-04-06 1:12:33,4.1.0
Cayadi Hidayanto,Udah nyoba berkali-kali tetep gk bisa.,3,2024-08-31 12:03:28,4.1.0
Rika Narpati,"Cepat dan responsif, saya suka.",4,2024-01-03 22:18:04,4.1.0
"drg. Jumadi Hassanah, S.Ked","Sering eror, ga recommended.",3,2024-02-25 13:58:00,4.1.0
Tgk. Unjani Fujiati,"Layanan memuaskan, fitur lengkap.",5,2024-09-22 3:49:18,4.1.0
Hendri Nababan,Aplikasinya suka ngelag parah,3,2024-05-26 16:06:49,4.1.0
Dt. Darmaji Kuswandari,"Payah, gk bisa dipake sama sekali.",2,2024-10-10 23:30:00,4.1.0
"T. Tasnim Saragih, M.Farm","Sering eror, ga recommended.",3,2024-02-20 20:03:03,4.1.0
"Drs. Nadia Nuraini, S.E.","Mantap, semuanya lancar.",4,2024-01-15 0:08:05,4.1.0
Hadi Pangestu,"App ini mantap betul, gk kecewa.",4,2024-04-30 10:05:05,4.1.0
Bancar Maryati,"Gak bisa checkout, tolong perbaiki dong!",2,2024-03-22 18:25:44,4.1.0
Pranawa Nasyidah,"Males banget, tiap buka loading terus.",3,2024-01-25 6:25:09,4.1.0
"Parman Nuraini, S.I.Kom","Payah, gk bisa dipake sama sekali.",1,2024-07-05 3:59:03,4.1.0
Ivan Hidayat,"Gagal terus, tolong dong diperbaiki!",2,2024-03-21 21:57:37,4.1.0
Puti Ilsa Namaga,"Gagal terus, tolong dong diperbaiki!",3,2024-10-02 19:53:45,4.1.0
"drg. Laswi Zulaika, S.Farm","Payah, gk bisa dipake sama sekali.",3,2024-05-26 21:09:33,4.1.0
"Warsa Mandala, S.Ked","Sipp, gk ada masalah, mantap.",5,2024-04-14 2:28:20,4.1.0
"drg. Ratna Riyanti, S.Ked","App-nya keren, mantul!",5,2024-02-25 17:57:23,4.1.0
"Siti Prasetya, S.Pt",Aplikasinya bagus banget!,4,2024-09-18 9:47:14,4.1.0
drg. Elvina Hutasoit,"Lancar jaya bro, gk ada error.",5,2024-09-19 0:07:14,4.1.0
"Cut Kezia Astuti, M.TI.","Sering eror, ga recommended.",1,2024-01-03 5:20:52,4.1.0
"Purwadi Mulyani, S.Psi","Aduh app-nya error mulu, ga bener.",2,2024-10-11 12:32:26,4.1.0
"KH. Hadi Nurdiyanti, M.M.","Aduh app-nya error mulu, ga bener.",1,2024-10-08 10:05:41,4.1.0
"Aisyah Simbolon, M.Pd","Gak bisa checkout, tolong perbaiki dong!",3,2024-09-18 12:09:54,4.1.0
"Dt. Gamanto Uwais, S.H.","Aduh app-nya error mulu, ga bener.",2,2024-08-24 16:01:02,4.1.0
"H. Cakrajiya Narpati, S.E.I","Lemot bgt app ini, fix uninstall.",2,2024-09-07 11:23:46,4.1.0
Gading Latupono,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-08-08 9:13:27,4.1.0
Ganda Wijayanti,"Gagal terus, tolong dong diperbaiki!",1,2024-05-25 22:10:35,4.1.0
Keisha Hasanah,"Lancar jaya bro, gk ada error.",5,2024-02-18 1:13:57,4.1.0
Gawati Ramadan,"Cepat dan responsif, saya suka.",4,2024-04-06 8:13:35,4.1.0
Aisyah Wahyuni,"App-nya keren, mantul!",5,2024-02-16 14:20:55,4.1.0
Bakiono Uwais,Aplikasinya suka ngelag parah,1,2024-09-09 22:17:56,4.1.0
Sutan Hasta Laksita,Lambat banget! ga enak dipake,1,2024-09-12 13:00:31,4.1.0
"R.A. Amalia Yuliarti, S.Ked","Gagal terus, tolong dong diperbaiki!",1,2024-01-31 19:17:25,4.1.0
Tari Oktaviani,"Sering eror, ga recommended.",2,2024-02-05 11:18:51,4.1.0
"dr. Nasab Maryadi, S.Psi",,1,2024-10-23 0:34:04,4.1.0
Cindy Hidayanto,"App-nya keren, mantul!",5,2024-08-29 22:36:53,4.1.0
Kurnia Padmasari,"Gagal terus, tolong dong diperbaiki!",1,2024-08-17 5:48:55,4.1.0
Rini Sitompul,"Sipp, gk ada masalah, mantap.",4,2024-03-12 5:27:10,4.1.0
R. Eja Prastuti,Aplikasinya suka ngelag parah,3,2024-06-05 16:33:26,4.1.0
Uchita Kurniawan,Lambat banget! ga enak dipake,2,2024-08-26 17:55:16,4.1.0
Intan Megantara,"Aduh app-nya error mulu, ga bener.",1,2024-01-14 13:40:59,4.1.0
"Drs. Olivia Nasyiah, S.T.",,3,2024-09-06 13:57:53,4.1.0
Niyaga Hardiansyah,"Sering eror, ga recommended.",3,2024-02-15 1:30:04,4.1.0
Putri Lailasari,"Males banget, tiap buka loading terus.",3,2024-02-29 13:15:12,4.1.0
Faizah Prabowo,"Payah, gk bisa dipake sama sekali.",3,2024-10-05 20:01:16,4.1.0
Tomi Prayoga,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-01-13 4:26:24,4.1.0
R.M. Mahmud Mahendra,"Lemot bgt app ini, fix uninstall.",2,2024-06-14 13:05:50,4.1.0
drg. Nugraha Anggraini,"Sipp, gk ada masalah, mantap.",4,2024-07-25 20:06:03,4.1.0
KH. Teddy Aryani,"Gagal terus, tolong dong diperbaiki!",1,2024-04-28 5:16:35,4.1.0
Among Wacana,"Layanan memuaskan, fitur lengkap.",4,2024-04-04 3:43:28,4.1.0
Drs. Umay Putra,"Aduh app-nya error mulu, ga bener.",2,2024-02-28 18:09:24,4.1.0
Sakti Kusmawati,"Males banget, tiap buka loading terus.",2,2024-07-12 6:08:45,4.1.0
Jaga Marpaung,"Sering eror, ga recommended.",3,2024-07-16 17:34:50,4.1.0
R. Ayu Laksita,"Aduh app-nya error mulu, ga bener.",3,2024-06-04 5:46:03,4.1.0
Mulya Siregar,"Aduh app-nya error mulu, ga bener.",1,2024-02-12 3:06:21,4.1.0
"Yessi Maryadi, S.Kom","Mantap, semuanya lancar.",5,2024-02-28 21:15:38,4.1.0
"R. Ganep Tamba, S.Farm","Gak bisa checkout, tolong perbaiki dong!",2,2024-05-13 0:22:18,4.1.0
Bahuwirya Wastuti,"Sipp, gk ada masalah, mantap.",4,2024-04-18 7:03:29,4.1.0
Kania Sirait,"Payah, gk bisa dipake sama sekali.",3,2024-05-30 2:58:09,4.1.0
